CMSCertificationNumber (CCN),FacilityName,AddressLine1,AddressLine2,City,State,ZipCode,CountyName,PhoneNumber,CMSRegion,MeasureCode,Score,Footnote,StartDate,EndDate
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_015_01_NUMERATOR,199,,10/01/2017,03/31/2018
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_015_01_OBS_RATE,82.6,,10/01/2017,03/31/2018
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_017_01_PPR_PD_COMP_PERF,No Different than National Rate,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_017_01_PPR_PD_OBS,14.01,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_017_01_PPR_PD_OBS_READM,66,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_017_01_PPR_PD_RSRR,14.78,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_017_01_PPR_PD_RSRR_2_5,12.24,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_017_01_PPR_PD_RSRR_97_5,17.54,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_017_01_PPR_PD_VOLUME,471,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_018_02_DTC_COMP_PERF,No Different than National Rate,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_018_02_DTC_NUMBER,94,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_018_02_DTC_OBS_RATE,17.9,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_018_02_DTC_RS_RATE,18.61,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_018_02_DTC_RS_RATE_2_5,15.52,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_018_02_DTC_RS_RATE_97_5,21.84,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_018_02_DTC_VOLUME,525,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_019_01_MSPB_NUMB,420,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_019_01_MSPB_SCORE,1.03,,10/01/2017,09/30/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_020_01_DENOMINATOR,558,,01/01/2019,12/31/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_020_01_NUMERATOR,553,,01/01/2019,12/31/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_020_01_OBS_RATE,99.1,,01/01/2019,12/31/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_021_01_ADJ_RATE,0,,01/01/2019,12/31/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_021_01_DENOMINATOR,477,,01/01/2019,12/31/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_021_01_NUMERATOR,0,,01/01/2019,12/31/2019
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,L_021_01_OBS_RATE,0,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_006_01_CI_LOWER,Not Available,6,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_006_01_CI_UPPER,0.18,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_006_01_COMP_PERF,Better than the National Benchmark,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_006_01_DOPC_DAYS,5752,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_006_01_ELIGCASES,16.647,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_006_01_NUMERATOR,0,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_006_01_SIR,0,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_007_01_CI_LOWER,0.408,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_007_01_CI_UPPER,1.222,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_007_01_COMP_PERF,No Different than National Benchmark,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_007_01_DOPC_DAYS,5639,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_007_01_ELIGCASES,17.733,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_007_01_NUMERATOR,13,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_007_01_SIR,0.733,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_009_02_DENOMINATOR,323,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_009_02_NUMERATOR,318,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_009_02_OBS_RATE,98.5,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_010_02_DENOMINATOR,323,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_010_02_NUMERATOR,318,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_010_02_OBS_RATE,98.5,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_011_03_ADJ_CHG_MOBL_SCORE,10.9,,01/01/2018,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_011_03_DENOMINATOR,239,,01/01/2018,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_011_03_OBS_CHG_MOBL_SCORE,9.7,,01/01/2018,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_012_01_DENOMINATOR,323,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_012_01_NUMERATOR,0,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_012_01_OBS_RATE,0,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_014_01_CI_LOWER,0.158,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_014_01_CI_UPPER,0.523,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_014_01_COMP_PERF,Better than the National Benchmark,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_014_01_DOPC_DAYS,34945,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_014_01_ELIGCASES,36.574,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_014_01_NUMERATOR,11,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_014_01_SIR,0.301,,10/01/2018,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_015_01_DENOMINATOR,274,,10/01/2017,03/31/2018
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_015_01_NUMERATOR,259,,10/01/2017,03/31/2018
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_015_01_OBS_RATE,94.5,,10/01/2017,03/31/2018
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_017_01_PPR_PD_COMP_PERF,No Different than National Rate,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_017_01_PPR_PD_OBS,12.88,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_017_01_PPR_PD_OBS_READM,34,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_017_01_PPR_PD_RSRR,14.21,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_017_01_PPR_PD_RSRR_2_5,11.6,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_017_01_PPR_PD_RSRR_97_5,17.61,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_017_01_PPR_PD_VOLUME,264,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_018_02_DTC_COMP_PERF,No Different than National Rate,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_018_02_DTC_NUMBER,33,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_018_02_DTC_OBS_RATE,10.19,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_018_02_DTC_RS_RATE,17,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_018_02_DTC_RS_RATE_2_5,12.44,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_018_02_DTC_RS_RATE_97_5,22.33,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_018_02_DTC_VOLUME,324,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_019_01_MSPB_NUMB,234,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_019_01_MSPB_SCORE,0.98,,10/01/2017,09/30/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_020_01_DENOMINATOR,323,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_020_01_NUMERATOR,316,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_020_01_OBS_RATE,97.8,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_021_01_ADJ_RATE,2.8,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_021_01_DENOMINATOR,266,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_021_01_NUMERATOR,8,,01/01/2019,12/31/2019
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,8050 TOWNSHIP LINE RD,,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,L_021_01_OBS_RATE,3,,01/01/2019,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_006_01_CI_LOWER,0.71,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_006_01_CI_UPPER,2.672,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_006_01_COMP_PERF,No Different than National Benchmark,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_006_01_DOPC_DAYS,5200,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_006_01_ELIGCASES,6.181,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_006_01_NUMERATOR,9,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_006_01_SIR,1.456,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_007_01_CI_LOWER,0.505,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_007_01_CI_UPPER,2.065,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_007_01_COMP_PERF,No Different than National Benchmark,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_007_01_DOPC_DAYS,8412,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_007_01_ELIGCASES,7.358,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_007_01_NUMERATOR,8,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_007_01_SIR,1.087,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_009_02_DENOMINATOR,574,,01/01/2019,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_009_02_NUMERATOR,574,,01/01/2019,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_009_02_OBS_RATE,100,,01/01/2019,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_010_02_DENOMINATOR,574,,01/01/2019,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_010_02_NUMERATOR,574,,01/01/2019,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_010_02_OBS_RATE,100,,01/01/2019,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_011_03_ADJ_CHG_MOBL_SCORE,4.2,,01/01/2018,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_011_03_DENOMINATOR,106,,01/01/2018,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_011_03_OBS_CHG_MOBL_SCORE,3,,01/01/2018,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_012_01_DENOMINATOR,574,,01/01/2019,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_012_01_NUMERATOR,3,,01/01/2019,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_012_01_OBS_RATE,0.5,,01/01/2019,12/31/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_014_01_CI_LOWER,0.292,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_014_01_CI_UPPER,1.099,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_014_01_COMP_PERF,No Different than National Benchmark,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_014_01_DOPC_DAYS,14552,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_014_01_ELIGCASES,15.035,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_014_01_NUMERATOR,9,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_014_01_SIR,0.599,,10/01/2018,09/30/2019
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_015_01_DENOMINATOR,563,,10/01/2017,03/31/2018
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_015_01_NUMERATOR,414,,10/01/2017,03/31/2018
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_015_01_OBS_RATE,73.5,,10/01/2017,03/31/2018
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,L_017_01_PPR_PD_COMP_PERF,No Different than National Rate,,10/01/2017,09/30/2019
